f1_name,f2_name,f1_str,f2_str,f1_tds,f2_tds,f1_subs,f2_subs,f1_pass,f2_pass,weight_class,method,finisher,round_num,time,event_name,event_date
"
              Mike Pyle
            ","
              Chris Wilson
            ",12,19,2,1,2,1,1,0,"
        Welterweight","
        
        

        SUB

      ","
        Guillotine Choke
      ","

        3
      ","

        
        2:15
      ","
              UFC Fight Night: Diaz vs Guillard
            ","
      ,
      September 16, 2009
    "
"
              CB Dollaway
            ","
              Jay Silva
            ",32,19,6,0,2,2,7,1,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Diaz vs Guillard
            ","
      ,
      September 16, 2009
    "
"
              Jeremy Stephens
            ","
              Justin Buchholz
            ",28,9,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        
      ","

        1
      ","

        
        3:23
      ","
              UFC Fight Night: Diaz vs Guillard
            ","
      ,
      September 16, 2009
    "
"
              Mike Pierce
            ","
              Brock Larson
            ",27,11,6,0,0,1,1,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Diaz vs Guillard
            ","
      ,
      September 16, 2009
    "
"
              Ryan Jensen
            ","
              Steve Steinbeiss
            ",9,7,1,0,1,0,1,0,"
        Middleweight","
        
        

        SUB

      ","
        Guillotine Choke
      ","

        1
      ","

        
        3:56
      ","
              UFC Fight Night: Diaz vs Guillard
            ","
      ,
      September 16, 2009
    "
"
              Vitor Belfort
            ","
              Rich Franklin
            ",9,4,0,0,0,0,0,0,"
        Catch Weight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        3:02
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Junior Dos Santos
            ","
              Mirko Cro Cop
            ",70,22,0,0,0,0,0,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        3
      ","

        
        2:00
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Paul Daley
            ","
              Martin Kampmann
            ",27,12,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        2:31
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Josh Koscheck
            ","
              Frank Trigg
            ",9,1,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        1:25
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Tyson Griffin
            ","
              Hermes Franca
            ",67,11,0,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        2
      ","

        
        3:26
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Efrain Escudero
            ","
              Cole Miller
            ",10,6,1,0,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        3:36
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Tomasz Drwal
            ","
              Drew McFedries
            ",31,17,3,0,1,0,4,0,"
        Middleweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        1:03
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Jim Miller
            ","
              Steve Lopez
            ",30,6,0,0,1,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        
      ","

        2
      ","

        
        0:48
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Nik Lentz
            ","
              Rafaello Oliveira
            ",67,29,4,4,4,0,2,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Rick Story
            ","
              Brian Foster
            ",18,6,3,0,1,1,5,0,"
        Welterweight","
        
        

        SUB

      ","
        Arm Triangle
      ","

        2
      ","

        
        1:09
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Eliot Marshall
            ","
              Jason Brilz
            ",29,27,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Vladimir Matyushenko
            ","
              Igor Pokrajac
            ",44,17,4,1,1,0,5,2,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Rafael Dos Anjos
            ","
              Rob Emerson
            ",52,27,2,0,0,0,3,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 103: Franklin vs Belfort
            ","
      ,
      September 19, 2009
    "
"
              Lyoto Machida
            ","
              Mauricio Rua
            ",35,80,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        5
      ","

        
        5:00
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Cain Velasquez
            ","
              Ben Rothwell
            ",62,3,5,0,0,0,3,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        2
      ","

        
        0:58
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Gleison Tibau
            ","
              Josh Neer
            ",22,24,11,0,2,0,3,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Joe Stevenson
            ","
              Spencer Fisher
            ",28,14,2,0,0,0,2,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Elbows
      ","

        2
      ","

        
        4:03
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Anthony Johnson
            ","
              Yoshiyuki Yoshida
            ",10,0,0,0,0,0,0,0,"
        Welterweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        0:41
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Ryan Bader
            ","
              Eric Schafer
            ",52,25,3,0,0,1,1,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Pat Barry
            ","
              Antoni Hardonk
            ",29,29,0,0,0,0,2,0,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        2
      ","

        
        2:30
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
"
              Chael Sonnen
            ","
              Yushin Okami
            ",91,25,4,0,0,1,2,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 104: Machida vs Shogun
            ","
      ,
      October 24, 2009
    "
